Pokemon          , Pokedex,     , Living,     , Shiny, 100%, Lucky, XXL, XXS, Mega, Dynamax, Gigantamax, Shadow, Purified,  ,   ,     , 
712 Bergmite     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
713 Avalugg      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
Hisuian          ,        ,     ,       ,     ,      , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  5,     ,   
714 Noibat       ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 11,     ,   
715 Noivern      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 11,     ,   
716 Xerneas      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
717 Yveltal      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
718 Zygarde      ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  4,     ,   
10%              ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  4,     ,   
50%              ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  4,     ,   
Complete         ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  4,     ,   
719 Diancie      ,        ,     ,       ,     , -    , -   , -    , -  , -  ,     , -      , -         , -     , -       , -,  5,     ,   
720 Hoopa        ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  8,     ,   
Unbound          ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  4,     ,   
Confined         ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  4,     ,   
721 Volcanion    ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  4,     ,   
ALOLA            ,        ,     ,       ,     ,      ,     ,      ,    ,    ,     ,        ,           ,       ,         ,  , 99,     ,   
722 Rowlet       ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
723 Dartrix      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
724 Decidueye    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
Hisuian          ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
725 Litten       ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
726 Torracat     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
727 Incineroar   ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
728 Popplio      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
729 Brionne      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
730 Primarina    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
731 Pikipek      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 11,     ,   
732 Trumbeak     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 11,     ,   
733 Toucannon    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 11,     ,   
734 Yungoos      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
735 Gumshoos     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
736 Grubbin      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 11,     ,   
737 Charjabug    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 11,     ,   
738 Vikavolt     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 11,     ,   
739 Crabrawler   ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
740 Crabominable ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
741 Oricorio     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
Baile            ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  4,     ,   
Pom-Pom          ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  4,     ,   
Pa'u             ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  4,     ,   
Sensu            ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  4,     ,   
742 Cutiefly     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
743 Ribombee     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
744 Rockruff     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
745 Lycanroc     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
Midday           ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  4,     ,   
Midnight         ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  4,     ,   
Dusk             ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  4,     ,   
746 Wishiwashi   , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
747 Mareanie     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
748 Toxapex      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
749 Mudbray      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
750 Mudsdale     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
751 Dewpider     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 11,     ,   
752 Araquanid    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 11,     ,   
753 Fomantis     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
754 Lurantis     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
755 Morelull     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 11,     ,   
756 Shiinotic    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 11,     ,   
757 Salandit     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
758 Salazzle     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
759 Stufful      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 11,     ,   
760 Bewear       ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 11,     ,   
761 Bounsweet    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   ,        , -         , -     , -       , -, 10,     ,   
762 Steenee      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
763 Tsareena     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
764 Comfey       ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
765 Oranguru     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
766 Passimian    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   ,        , -         , -     , -       , -, 10,     ,   
767 Wimpod       ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
768 Golisopod    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
769 Sandygast    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
770 Palossand    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
771 Pyukumuku    , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
772 Type: Null   , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
773 Silvally     , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
774 Minior       , -      ,     , -     ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
Blue             , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
Green            , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
Indigo           , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
Orange           , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
Red              , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
Violet           , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
Yellow           , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
775 Komala       ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
776 Turtonator   ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
777 Togedemaru   ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
778 Mimikyu      ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  8,     ,   
779 Bruxish      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
780 Drampa       ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   ,        , -         , -     , -       , -, 10,     ,   
781 Dhelmise     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  7,     ,   
782 Jangmo-o     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
783 Hakamo-o     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
784 Kommo-o      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
785 Tapu Koko    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
786 Tapu Lele    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
787 Tapu Bulu    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
788 Tapu Fini    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
789 Cosmog       ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  8,     ,   
790 Cosmoem      ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  8,     ,   
791 Solgaleo     ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  8,     ,   
792 Lunala       ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  8,     ,   
793 Nihilego     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
794 Buzzwole     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
795 Pheromosa    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
796 Xurkitree    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
797 Celesteela   ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
798 Kartana      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
799 Guzzlord     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
800 Necrozma     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
Dawn Mane        ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  4,     ,   
Dusk Wings       ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  4,     ,   
801 Magearna     , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
802 Marshadow    ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  4,     ,   
803 Poipole      ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  8,     ,   
804 Naganadel    ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  8,     ,   
805 Stakataka    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
806 Blacephalon  ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
807 Zeraora      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
808 Meltan       ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  4,     ,   
809 Melmetal     ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      ,           , -     , -       , -,  5,     ,   
GALAR            ,        ,     ,       ,     ,      ,     ,      ,    ,    ,     ,        ,           ,       ,         ,  , 99,     ,   
810 Grookey      ,        ,     ,       ,     ,      ,     ,      , -  ,    , -   ,        , -         , -     , -       , 8,   ,     ,   
811 Thwackey     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   ,        , -         , -     , -       , -, 10,     ,   
812 Rillaboom    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   ,        ,           , -     , -       , -, 11,     ,   
813 Scorbunny    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   ,        , -         , -     , -       , -, 10,     ,   
814 Raboot       ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   ,        , -         , -     , -       , -, 10,     ,   
815 Cinderace    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   ,        ,           , -     , -       , -, 11,     ,   
816 Sobble       ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   ,        , -         , -     , -       , -, 10,     ,   
817 Drizzile     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   ,        , -         , -     , -       , -, 10,     ,   
818 Inteleon     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   ,        ,           , -     , -       , -, 11,     ,   
819 Skwovet      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   ,        , -         , -     , -       , -, 10,     ,   
820 Greedent     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   ,        , -         , -     , -       , -, 10,     ,   
821 Rookidee     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   ,        , -         ,       ,         , -, 12,     ,   
822 Corvisquire  ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   ,        , -         ,       ,         , -, 12,     ,   
823 Corviknight  ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   ,        ,           ,       ,         , -, 13,     ,   
824 Blipbug      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
825 Dottler      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 11,     ,   
826 Orbeetle     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      ,           ,       ,         , -, 12,     ,   
827 Nickit       ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 11,     ,   
828 Thievul      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 11,     ,   
829 Gossifleur   ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 11,     ,   
830 Eldegoss     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 11,     ,   
831 Wooloo       ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   ,        , -         ,       ,         , -, 12,     ,   
832 Dubwool      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   ,        , -         ,       ,         , -, 12,     ,   
833 Chewtle      , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
834 Drednaw      , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
835 Yamper       ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 11,     ,   
836 Boltund      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 11,     ,   
837 Rolycoly     ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 10,     ,   
838 Carkol       ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 10,     ,   
839 Coalossal    ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      ,           ,       ,         , -, 11,     ,   
840 Applin       ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 10,     ,   
841 Flapple      ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      ,           ,       ,         , -, 11,     ,   
842 Appletun     ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      ,           ,       ,         , -, 11,     ,   
843 Silicobra    ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 10,     ,   
844 Sandaconda   ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      ,           ,       ,         , -, 11,     ,   
845 Cramorant    , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
846 Arrokuda     , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
847 Barraskewda  , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
848 Toxel        ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 11,     ,   
849 Toxtricity   ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   ,        ,           ,       ,         , -, 13,     ,   
Lowkey           ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  4,     ,   
Amped            ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  4,     ,   
850 Sizzlipede   ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 11,     ,   
851 Centiskorch  ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      ,           ,       ,         , -, 12,     ,   
852 Clobbopus    ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 10,     ,   
853 Grapploct    ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 10,     ,   
854 Sinistea     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  7,     ,   
Antique          ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  2,     ,   
Phony            ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  2,     ,   
855 Polteageist  ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  7,     ,   
Antique          ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  2,     ,   
Phony            ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  2,     ,   
856 Hatenna      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   ,        , -         , -     , -       , -, 10,     ,   
857 Hattrem      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   ,        , -         , -     , -       , -, 10,     ,   
858 Hatterene    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   ,        ,           , -     , -       , -, 11,     ,   
859 Impidimp     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
860 Morgrem      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
861 Grimmsnarl   ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      ,           , -     , -       , -, 10,     ,   
862 Obstagoon    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 11,     ,   
863 Perrserker   ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
864 Cursola      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
865 Sirfetch'd   ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
866 Mr. Rime     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
867 Runerigus    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
868 Milcery      , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
869 Alcremie     , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
870 Falinks      ,        ,     ,       ,     ,      ,     ,      ,    ,    ,     ,        , -         , -     , -       , -,  9,     ,   
871 Pincurchin   , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
872 Snom         ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  8,     ,   
873 Frosmoth     ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  8,     ,   
874 Stonjourner  ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  8,     ,   
875 Eiscue       , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
876 Indeedee     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
877 Morpeko      ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  8,     ,   
878 Cufant       , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
879 Copperajah   , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
880 Dracozolt    , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
881 Arctozolt    , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
882 Dracovish    , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
883 Arctovish    , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
884 Duraludon    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   ,        , -         , -     , -       , -, 10,     ,   
885 Dreepy       ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
886 Drakloak     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
887 Dragapult    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
888 Zacian       ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
889 Zamazenta    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
890 Eternatus    ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  8,     ,   
891 Kubfu        ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   ,        , -         , -     , -       , -,  9,     ,   
892 Urshifu      ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   ,        ,           , -     , -       , -, 10,     ,   
Single Strike    ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  4,     ,   
Rapid Strike     ,        ,     ,       ,     , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  4,     ,   
893 Zarude       ,        ,     ,       ,     , -    ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  8,     ,   
894 Regieleki    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
895 Regidrago    ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
896 Glastrier    , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
897 Spectrier    , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
898 Calyrex      , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
Ice Rider        , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
Shadow Rider     , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
899 Wyrdeer      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
900 Kleavor      ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
901 Ursaluna     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 11,     ,   
902 Basculegion  , -      , -   , -     , -   , -    , -   , -    , -  , -  , -   , -      , -         , -     , -       , -,  0,     ,   
903 Sneasler     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         ,       ,         , -, 11,     ,   
904 Overqwil     ,        ,     ,       ,     ,      ,     ,      ,    ,    , -   , -      , -         , -     , -       , -,  9,     ,   
PALDEA           ,        ,     ,       ,     ,      ,     ,      ,    ,    ,     ,        ,           ,       ,         ,  , 99,     ,   
